,0,1,id,word
423,1.0428809,2.0978813,841,maximum
424,1.0979512,3.673466,432,acheter
425,0.98802733,1.316685,3202,ensuite
426,0.46123517,-0.84741807,1655,étude
427,0.6849813,2.5936062,957,commerce
428,1.5117191,2.5912182,919,serre
429,-0.19615732,3.4107924,1137,alimentation
430,1.0604297,0.72070134,474,financière
431,4.4775953,0.81069165,739,autoroute
432,1.2359651,1.4116011,193,retour
433,1.6683482,-1.121227,444,t
434,-0.3492386,1.563312,875,cesser
435,-0.2121157,-0.03476932,887,lobbie
436,4.485633,1.6318793,1107,marchandise
437,4.311835,2.129086,323,maritime
438,1.5600127,1.3431289,939,améliorer
439,-0.39324114,-1.9063007,181,suis
440,0.052361127,0.6033562,1323,association
441,-2.2735093,2.758507,1927,protéger
442,3.17331,-0.59129035,199,km
443,0.12145845,1.2974223,365,règle
444,-0.3824098,-0.04122283,394,uniquement
445,0.9481641,1.1493477,104,secteur
446,2.8974526,1.0835246,1099,collectif
447,1.9714617,0.15822755,1002,taux
448,0.50509953,1.8828815,878,davantage
449,3.01954,1.8972998,465,constructeur
450,1.5675048,1.8573971,1740,nouveaux
451,1.5818012,1.2057166,1678,subvention
452,0.20330757,1.3876995,1705,appliquer
453,1.1468709,-3.9726315,2765,site
454,-1.8531145,-0.009388574,657,sortir
455,4.598482,1.7190297,674,étranger
456,1.3781613,0.8391968,1011,avantage
457,4.5627823,1.3279345,349,ferroutage
458,-0.74196625,2.8548088,495,biologique
459,2.4417615,-1.3441502,2260,million
460,1.217084,4.05928,1997,tri
461,-0.7115214,0.37851262,868,étant
462,-0.33799314,0.52616596,236,vrai
463,0.9872112,1.7144233,1191,taxation
464,-0.9500907,1.3237777,286,jeune
465,-0.37962604,1.670023,364,respecter
466,-0.046302278,0.645693,1818,programme
467,2.7643113,1.3097439,906,remettre
468,-0.04238611,-0.6924369,1012,demande
469,-0.5177596,2.410153,1199,promouvoir
470,0.123774916,3.4204226,1350,gaspillage
471,-0.7283848,-1.0212151,48,mal
472,0.109262675,2.0746942,1777,compris
473,1.0762259,3.9363317,1572,objet
474,-0.33660445,0.36388314,372,rapidement
475,1.3440782,1.0916984,1936,via
476,-1.5915215,-0.3214116,1686,face
477,2.5916464,2.697408,891,remplacer
478,1.8651489,0.35932392,1817,travaux
479,0.44200867,2.8433437,666,importation
480,-0.29896927,-0.8029079,1187,raison
481,-0.6166993,-0.2756184,974,réponse
482,3.9726985,-0.8998771,325,jusqu
483,-0.9857023,-1.0057284,1215,aucun
484,2.258663,3.7578487,2034,bois
485,3.7119615,0.6861663,1031,vélo
486,-1.7363272,3.7341518,385,partout
487,3.9970968,0.6064229,505,circulation
488,0.2230864,0.52240616,1642,permet
489,0.78200144,2.2026696,513,proximité
490,-1.0491674,-0.53484166,1066,vraiment
491,-1.8664703,0.4148406,146,valeur
492,-1.9745362,3.9929798,3229,eaux
493,0.8309681,2.1769009,835,privilégier
494,-0.4307541,-0.8733805,2030,situation
495,-0.9796586,-1.025846,1372,moi
496,4.234043,2.3344028,110,bateaux
497,-0.77618,-0.07399438,1970,semble
498,-2.9775915,0.7533618,309,chine
499,-0.38684127,-0.5626476,695,aucune
500,-0.1974366,-1.375921,905,lui
501,2.6821413,2.18464,1822,parc
502,1.0031719,-1.0463392,2862,pendant
503,2.106714,2.5211008,1126,energie
504,1.6740212,3.402974,1641,utilisé
505,-0.6280855,0.734051,1465,passe
506,-3.20582,2.869768,1080,sauvage
507,-0.7960319,0.057414368,2133,ceci
508,0.17863053,0.47153285,2406,même
509,-0.42542458,-1.5282607,124,dit
510,-1.4255083,-0.22787958,2298,avenir
511,-0.0025031783,-1.5917678,2454,m
512,2.6310658,-1.0586686,401,30
513,-0.60246015,-0.12173875,1334,urgence
514,1.0183792,3.3633056,2081,fabrication
515,0.5893381,0.26691088,1224,telle
516,3.3816993,-0.5347804,1293,vitesse
517,-1.8228788,1.1334211,77,dérèglement
518,1.8770173,1.5182041,716,partir
519,0.053731214,0.40404105,2295,réellement
520,0.38527474,2.3945947,1857,amende
521,-0.8907376,1.1353309,1552,éducation
522,-1.1551435,-0.9750382,3012,loin
523,0.45322144,3.3463075,1854,traitement
524,0.4324434,0.6022564,362,groupe
525,-1.9659477,2.7455947,2713,naturels
526,0.061319213,0.717335,376,savoir
527,-1.3624977,0.11454507,2299,génération
528,2.6365888,-1.992244,307,0
529,-0.15434138,0.55501294,989,vraie
530,1.1709807,-1.3687963,2711,était
531,2.3235738,0.89860666,429,prime
532,0.46953487,-1.330556,750,mis
533,-0.019298548,1.2539948,1600,lois
534,1.0556198,1.0896341,972,sorte
535,3.918148,0.37105227,844,trajet
536,3.8076022,0.6162087,1120,piste
537,0.9021713,-0.14250858,1661,résultat
538,1.2796755,0.42112517,1192,seraient
539,0.041099902,0.79535455,2123,initiative
540,1.0830296,0.7879029,445,possibilité
541,-0.09631449,0.8023187,1539,nouveau
542,-1.087156,-1.2164425,746,jamais
543,2.551888,-1.0654609,3445,mois
544,0.20052472,-0.9105442,421,propose
545,1.393715,2.9737098,2673,rejet
546,-0.31767944,0.40895694,731,véritable
547,1.2713424,1.2175555,2393,incitation
548,2.3025165,0.27388257,1422,faible
549,2.823011,0.17516063,161,travailler
550,3.5654325,2.3985875,1932,pollue
551,-2.2527606,3.4725413,1062,haie
552,1.3643755,0.92947865,133,fiscalité
553,1.7253696,1.8931502,819,habitat
554,-0.41979373,-0.64445007,96,assez
555,1.3329642,1.8947073,350,baisser
556,4.6480384,1.486262,356,lourds
557,2.049153,0.3194299,1982,propriétaire
558,-2.802081,1.6967703,943,or
559,1.2083986,1.1083732,1796,baisse
560,1.2053413,0.7580315,1444,budget
561,-1.6229964,3.172837,2411,terrain
562,0.7422137,0.08461701,1110,faisant
563,-0.23140319,0.7443598,1902,information
564,1.1628691,4.336734,1401,poubelle
565,2.3186007,-1.2616522,22,milliards
566,4.3333955,1.2284397,529,ferroviaire
567,1.2164187,1.6422013,60,tel
568,3.6931207,0.37618864,90,autour
569,2.9548526,0.85427755,2882,accès
570,1.6178509,2.0424755,1098,massivement
571,4.310539,2.1813943,239,aérien
572,0.9504661,4.830248,375,bouteille
573,-0.8156971,1.1505644,1668,quotidien
574,3.1448462,0.6129352,741,sécurité
575,0.6210052,-0.83672386,3412,aurait
576,3.6805947,2.4905794,1165,polluer
577,-1.8231913,3.544391,218,sol
578,-2.6040654,2.352433,956,disparition
579,-0.91671443,-0.7838618,3410,aura
580,3.8364065,2.4221547,2358,grosse
581,0.39271024,0.89504707,1903,concernant
582,-1.1305642,-0.74057883,2280,quoi
583,-1.9474988,0.73545676,1610,vivant
584,2.145503,1.547536,1280,etre
585,-0.62946606,0.2211839,2559,agit
586,-3.3387208,0.9570331,2992,allemagne
587,-0.37599394,-0.36450866,2503,actuelle
588,2.3135822,-0.24954925,3684,minimum
589,-0.8407003,0.6342404,1181,continuer
590,2.255838,2.4824998,1721,grâce
591,-0.30673996,0.33416262,1341,commencer
592,0.7185688,3.4154344,226,quantité
593,-1.2793838,-0.88884854,3017,veut
594,-0.8585131,-0.53474545,2250,vite
595,-2.9310122,2.6310675,298,animale
596,2.065217,2.8926263,329,charbon
597,-0.14585213,-0.6323327,1663,nombreuse
598,-0.57453966,0.5652557,590,meilleur
599,-0.022692911,1.9146217,1052,meilleure
600,-1.4647814,-0.38340682,810,penser
601,-1.3706208,1.7793256,74,lutte
602,1.5504777,0.67913425,1994,fiscale
603,1.3587079,0.57071686,2293,bénéfice
604,1.8354712,0.34421307,1423,revenus
605,1.8588376,1.0926011,1232,bas
606,2.1849527,-0.14877015,615,e
607,-1.3716964,0.48455957,300,indispensable
608,3.724093,0.86992604,514,gratuit
609,1.7985178,0.46994185,522,crédit
610,0.09743741,0.5484353,769,acteur
611,2.2432775,1.7387681,663,habitation
612,-0.74140555,3.6781297,1573,dangereux
613,0.9798997,0.13601209,2451,lorsque
614,0.8879845,2.5429535,1469,distribution
615,2.6688323,-1.040809,380,000
616,0.5252792,0.61938494,2043,général
617,2.822092,-0.60238373,865,moyenne
618,-0.5184118,2.349616,411,soutenir
619,-0.7786511,-0.22657757,399,riche
620,-2.0153131,-0.5837136,4748,pourtant
621,-1.5512909,2.6450126,1078,stop
622,-2.0886784,2.4253821,2098,destruction
623,4.437237,1.4302013,195,distance
624,-0.4701585,-0.4469432,747,volonté
625,0.703631,-1.1298271,2115,dernier
626,-0.15806171,0.220555,1957,état
627,1.8076038,0.43166026,579,dépense
628,-2.0175054,0.87074304,2604,masse
629,-0.87471056,-0.29992753,2169,simplement
630,3.1135428,0.85031915,778,infrastructure
631,-2.9492679,2.7734559,1621,oiseaux
632,1.1609395,1.8735949,450,financièrement
633,3.2809274,-0.5895866,2059,h
634,3.5375438,-0.5155841,682,limite
635,-3.243982,2.9637778,2314,permis
636,-2.067057,2.5171072,76,déforestation
