,L'érosion du littoral,La biodiversité et la disparition de certaines espèces,La pollution de l'air,Les dérèglements climatiques,total,CODE_DEPT
65,5.46448087431694,24.043715846994534,26.775956284153008,43.71584699453552,183.0,40
66,0.9009009009009009,29.72972972972973,20.72072072072072,48.64864864864865,111.0,82
67,0.0,37.333333333333336,24.0,38.666666666666664,75.0,53
68,0.5319148936170213,30.851063829787233,22.872340425531913,45.744680851063826,188.0,81
69,1.5151515151515151,39.39393939393939,15.151515151515152,43.93939393939394,66.0,09
70,2.70935960591133,35.714285714285715,18.472906403940886,43.103448275862064,406.0,29
71,3.7735849056603774,26.037735849056602,26.79245283018868,43.39622641509434,265.0,85
72,1.3888888888888888,29.166666666666668,27.77777777777778,41.66666666666667,144.0,47
73,1.7543859649122806,27.77777777777778,25.730994152046783,44.73684210526316,342.0,64
74,0.5628517823639775,24.015009380863038,32.833020637898684,42.589118198874296,533.0,94
75,0.0,28.799999999999997,25.6,45.6,125.0,65
76,0.36363636363636365,27.27272727272727,32.36363636363636,40.0,275.0,73
77,1.0101010101010102,34.34343434343434,19.19191919191919,45.45454545454545,99.0,61
78,0.0,29.896907216494846,23.711340206185564,46.391752577319586,97.0,43
79,0.0,25.34246575342466,32.534246575342465,42.12328767123288,292.0,68
80,2.5316455696202533,28.691983122362867,27.848101265822784,40.92827004219409,237.0,27
81,4.477611940298507,22.388059701492537,40.298507462686565,32.83582089552239,67.0,08
82,0.0,31.506849315068493,19.17808219178082,49.31506849315068,73.0,36
83,0.5780346820809248,34.68208092485549,24.277456647398843,40.46242774566474,173.0,87
84,3.4482758620689653,33.10344827586207,28.965517241379313,34.48275862068966,145.0,80
85,1.639344262295082,32.78688524590164,34.42622950819672,31.147540983606557,61.0,55
86,1.3333333333333335,36.0,32.0,30.666666666666664,75.0,70
87,0.0,11.11111111111111,37.03703703703704,51.85185185185185,27.0,99
88,0.8130081300813009,29.268292682926827,30.89430894308943,39.02439024390244,123.0,03
89,0.8928571428571428,27.67857142857143,34.82142857142857,36.607142857142854,112.0,10
90,0.0,33.0,22.0,45.0,100.0,46
91,1.0101010101010102,29.292929292929294,23.232323232323232,46.464646464646464,99.0,04
92,0.0,36.36363636363637,16.161616161616163,47.474747474747474,99.0,32
93,0.0,27.22222222222222,22.22222222222222,50.55555555555556,180.0,97
94,4.477611940298507,20.8955223880597,32.83582089552239,41.7910447761194,67.0,20
95,0.0,29.411764705882355,38.23529411764706,32.35294117647059,68.0,58
96,2.083333333333333,27.083333333333332,27.083333333333332,43.75,48.0,23
